employee_id,department,position,gender,age,education,years_at_company,monthly_salary,performance_score,job_satisfaction,overtime,training_hours,work_mode,attrition
EMP0547,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,27,ปริญญาโท,3,15800,3.0,5,มี,16,ออฟฟิศ,อยู่ต่อ
EMP0616,การตลาด,Marketing Executive,ชาย,29,ปวส.,4,28900,3.2,5,มี,46,ออฟฟิศ,ลาออก
EMP0677,บัญชี,เจ้าหน้าที่บัญชี,หญิง,32,ปริญญาโท,1,23500,2.4,1,มี,60,ออฟฟิศ,อยู่ต่อ
EMP0348,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,40,ปริญญาตรี,7,21600,3.2,4,ไม่มี,32,ออฟฟิศ,ลาออก
EMP0573,ขาย,พนักงานขาย,ชาย,31,,3,22800,4.2,2,มี,12,Hybrid,อยู่ต่อ
EMP0249,บุคคล,เจ้าหน้าที่ HR,ชาย,38,ปริญญาโท,4,26400,2.7,3,ไม่มี,5,ออฟฟิศ,อยู่ต่อ
EMP0661,ขาย,พนักงานขาย,หญิง,31,ปริญญาตรี,2,18200,2.4,4,มี,39,ออฟฟิศ,ลาออก
EMP0243,การตลาด,Marketing Executive,ชาย,33,ปริญญาตรี,4,24900,3.8,1,มี,33,Hybrid,อยู่ต่อ
EMP0261,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,26,ปริญญาตรี,4,16000,2.8,5,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0037,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,25,ปริญญาโท,2,17000,2.3,5,มี,4,WFH,อยู่ต่อ
EMP0089,ขาย,พนักงานขาย,ชาย,34,ปริญญาตรี,5,22100,2.2,3,ไม่มี,60,ออฟฟิศ,อยู่ต่อ
EMP0738,ขาย,หัวหน้าทีมขาย,ชาย,28,ปริญญาตรี,3,35500,2.1,5,มี,20,ออฟฟิศ,อยู่ต่อ
EMP0047,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,36,ปริญญาตรี,7,18900,2.4,5,ไม่มี,59,Hybrid,อยู่ต่อ
EMP0613,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,30,ปวส.,0,16800,3.6,1,ไม่มี,21,Hybrid,ลาออก
EMP0610,ขาย,พนักงานขาย,ชาย,28,ปริญญาโท,6,20700,2.3,1,ไม่มี,57,ออฟฟิศ,อยู่ต่อ
EMP0186,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,33,ปวส.,5,18600,3.3,3,ไม่มี,57,ออฟฟิศ,อยู่ต่อ
EMP0605,การตลาด,Marketing Executive,หญิง,30,ปริญญาตรี,5,30100,3.3,5,มี,20,ออฟฟิศ,อยู่ต่อ
EMP0406,บุคคล,Recruiter,หญิง,40,ปริญญาโท,6,48900,4.7,4,มี,41,ออฟฟิศ,อยู่ต่อ
EMP0474,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,37,ปวส.,6,18100,2.2,1,ไม่มี,22,ออฟฟิศ,อยู่ต่อ
EMP0434,การตลาด,Content Creator,หญิง,35,ปริญญาตรี,7,51100,4.5,1,ไม่มี,11,Hybrid,ลาออก
EMP0744,ขาย,พนักงานขาย,ชาย,28,,0,18100,4.5,5,มี,43,Hybrid,ลาออก
EMP0299,การตลาด,Marketing Executive,ชาย,42,ปริญญาตรี,9,29800,2.7,3,ไม่มี,31,WFH,อยู่ต่อ
EMP0040,การตลาด,Marketing Executive,หญิง,26,ปริญญาตรี,4,29100,4.0,3,มี,31,ออฟฟิศ,อยู่ต่อ
EMP0355,ปฏิบัติการ,หัวหน้างาน,ชาย,41,ปริญญาตรี,7,32700,3.9,1,มี,53,ออฟฟิศ,ลาออก
EMP0565,ขาย,พนักงานขาย,ชาย,39,ปวส.,10,25300,4.2,4,มี,29,WFH,อยู่ต่อ
EMP0730,การตลาด,Marketing Executive,หญิง,38,ปวส.,12,37200,3.7,4,ไม่มี,27,ออฟฟิศ,อยู่ต่อ
EMP0436,การตลาด,Marketing Executive,หญิง,35,ปวส.,6,25700,3.6,1,ไม่มี,11,ออฟฟิศ,อยู่ต่อ
EMP0670,ขาย,หัวหน้าทีมขาย,หญิง,32,ปวส.,4,37700,4.1,1,ไม่มี,15,Hybrid,อยู่ต่อ
EMP0560,IT,Data Analyst,หญิง,42,ปริญญาโท,9,83000,3.5,2,ไม่มี,31,ออฟฟิศ,อยู่ต่อ
EMP0153,ปฏิบัติการ,หัวหน้างาน,หญิง,36,ปริญญาตรี,3,29600,3.6,2,มี,57,Hybrid,ลาออก
EMP0053,IT,Data Analyst,ชาย,37,ปริญญาตรี,10,81100,3.6,3,ไม่มี,28,ออฟฟิศ,อยู่ต่อ
EMP0637,ขาย,หัวหน้าทีมขาย,หญิง,42,ปริญญาโท,9,47200,4.2,1,มี,33,Hybrid,อยู่ต่อ
EMP0286,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,43,ปริญญาตรี,9,21400,3.6,5,ไม่มี,28,WFH,อยู่ต่อ
EMP0333,การตลาด,Marketing Executive,หญิง,36,ปริญญาตรี,9,27600,3.9,3,ไม่มี,11,Hybrid,อยู่ต่อ
EMP0419,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,30,ปริญญาตรี,6,17400,2.5,1,มี,59,Hybrid,อยู่ต่อ
EMP0185,ขาย,พนักงานขาย,หญิง,35,ปวส.,6,20100,4.2,2,ไม่มี,18,WFH,ลาออก
EMP0200,ปฏิบัติการ,ผู้จัดการโรงงาน,หญิง,41,ปริญญาตรี,8,50000,2.9,2,ไม่มี,31,ออฟฟิศ,ลาออก
EMP0361,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,31,ปริญญาตรี,3,18500,3.6,5,ไม่มี,48,ออฟฟิศ,อยู่ต่อ
EMP0635,ขาย,พนักงานขาย,ชาย,34,ปริญญาตรี,0,18400,3.7,5,มี,7,WFH,ลาออก
EMP0276,ขาย,หัวหน้าทีมขาย,ชาย,27,ปริญญาตรี,0,36600,3.1,2,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0022,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,31,ปวส.,0,14100,2.5,3,ไม่มี,13,ออฟฟิศ,อยู่ต่อ
EMP0378,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,36,ปริญญาตรี,3,18600,3.1,2,ไม่มี,29,ออฟฟิศ,อยู่ต่อ
EMP0563,IT,Data Analyst,ชาย,31,ปวส.,7,77300,2.9,3,มี,25,ออฟฟิศ,ลาออก
EMP0268,ขาย,พนักงานขาย,ชาย,25,ปริญญาตรี,2,22000,2.9,2,ไม่มี,9,Hybrid,อยู่ต่อ
EMP0516,บัญชี,เจ้าหน้าที่บัญชี,ชาย,30,ปริญญาตรี,0,21700,4.3,5,ไม่มี,15,WFH,ลาออก
EMP0034,การตลาด,Content Creator,ชาย,39,ปริญญาตรี,6,53000,3.3,1,ไม่มี,29,ออฟฟิศ,อยู่ต่อ
EMP0521,IT,Developer,หญิง,34,ปวส.,0,29600,4.2,1,ไม่มี,35,ออฟฟิศ,ลาออก
EMP0279,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาตรี,7,21300,3.6,4,ไม่มี,,ออฟฟิศ,อยู่ต่อ
EMP0404,ปฏิบัติการ,หัวหน้างาน,หญิง,38,ปริญญาตรี,14,45000,4.1,1,ไม่มี,30,ออฟฟิศ,อยู่ต่อ
EMP0238,บุคคล,เจ้าหน้าที่ HR,ชาย,29,ปริญญาตรี,2,22900,3.5,5,ไม่มี,14,ออฟฟิศ,อยู่ต่อ
EMP0471,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,35,ปริญญาตรี,2,18300,3.0,4,ไม่มี,12,ออฟฟิศ,อยู่ต่อ
EMP0383,ปฏิบัติการ,หัวหน้างาน,ชาย,33,ปวส.,7,39500,3.1,5,ไม่มี,21,Hybrid,ลาออก
EMP0562,ปฏิบัติการ,หัวหน้างาน,ชาย,31,ปริญญาตรี,8,35600,4.5,3,ไม่มี,19,Hybrid,อยู่ต่อ
EMP0368,ขาย,พนักงานขาย,หญิง,28,ปริญญาตรี,3,20900,3.4,2,มี,6,Hybrid,ลาออก
EMP0143,IT,Data Analyst,ชาย,44,ปริญญาตรี,13,91500,4.8,2,ไม่มี,33,Hybrid,อยู่ต่อ
EMP0118,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,34,ปริญญาตรี,3,18200,2.8,4,ไม่มี,60,Hybrid,อยู่ต่อ
EMP0643,ขาย,หัวหน้าทีมขาย,หญิง,28,ปริญญาตรี,4,36400,3.4,4,ไม่มี,48,Hybrid,อยู่ต่อ
EMP0649,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,35,ปริญญาตรี,7,21500,3.3,4,ไม่มี,15,WFH,อยู่ต่อ
EMP0478,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,23,ปริญญาตรี,0,15900,2.7,5,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0216,บุคคล,เจ้าหน้าที่ HR,ชาย,35,ปริญญาตรี,6,23000,3.0,4,ไม่มี,17,ออฟฟิศ,อยู่ต่อ
EMP0081,IT,Developer,หญิง,31,ปริญญาโท,6,35000,2.9,5,ไม่มี,22,ออฟฟิศ,อยู่ต่อ
EMP0317,การตลาด,Marketing Executive,หญิง,27,ปวส.,3,22800,3.7,2,มี,58,Hybrid,อยู่ต่อ
EMP0306,ขาย,พนักงานขาย,หญิง,34,ปริญญาตรี,5,24700,4.8,2,มี,35,ออฟฟิศ,ลาออก
EMP0253,การตลาด,Marketing Executive,หญิง,38,ปริญญาตรี,6,27000,2.6,1,ไม่มี,32,ออฟฟิศ,อยู่ต่อ
EMP0620,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,38,ปริญญาตรี,5,18700,4.2,5,ไม่มี,41,Hybrid,อยู่ต่อ
EMP0751,บุคคล,เจ้าหน้าที่ HR,ชาย,27,ปริญญาตรี,0,20100,2.2,1,ไม่มี,0,WFH,อยู่ต่อ
EMP0484,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,44,ปริญญาตรี,11,57000,3.6,1,ไม่มี,4,ออฟฟิศ,อยู่ต่อ
EMP0779,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,22,ปริญญาตรี,0,14800,1.7,3,ไม่มี,8,Hybrid,อยู่ต่อ
EMP0443,บัญชี,นักวิเคราะห์การเงิน,ชาย,34,ปริญญาตรี,7,53200,3.7,1,มี,33,Hybrid,ลาออก
EMP0571,บัญชี,นักวิเคราะห์การเงิน,ชาย,32,ปวส.,6,52000,2.9,1,ไม่มี,60,Hybrid,อยู่ต่อ
EMP0071,ขาย,พนักงานขาย,หญิง,28,ปริญญาตรี,2,19500,4.3,5,ไม่มี,40,ออฟฟิศ,ลาออก
EMP0737,ขาย,พนักงานขาย,หญิง,26,ปริญญาตรี,3,18600,3.4,4,ไม่มี,38,ออฟฟิศ,อยู่ต่อ
EMP0091,IT,Developer,หญิง,36,ปริญญาตรี,5,38600,3.5,3,ไม่มี,38,ออฟฟิศ,อยู่ต่อ
EMP0328,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,32,ปริญญาตรี,8,20600,3.6,4,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0715,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,35,ปริญญาตรี,5,17000,3.4,4,มี,23,ออฟฟิศ,อยู่ต่อ
EMP0026,ปฏิบัติการ,หัวหน้างาน,ชาย,40,ปวส.,9,39600,3.1,5,ไม่มี,,Hybrid,ลาออก
EMP0526,ขาย,หัวหน้าทีมขาย,หญิง,43,ปริญญาโท,13,50000,3.6,3,ไม่มี,44,Hybrid,อยู่ต่อ
EMP0433,บุคคล,ผู้จัดการ HR,ชาย,32,ปวส.,9,80300,3.4,5,ไม่มี,16,Hybrid,อยู่ต่อ
EMP0365,บัญชี,เจ้าหน้าที่บัญชี,ชาย,31,ปริญญาตรี,1,24400,2.9,3,ไม่มี,9,Hybrid,อยู่ต่อ
EMP0608,ขาย,ผู้จัดการฝ่ายขาย,ชาย,42,ปริญญาตรี,14,70600,3.5,3,ไม่มี,44,ออฟฟิศ,อยู่ต่อ
EMP0303,ขาย,พนักงานขาย,หญิง,23,ปริญญาตรี,0,17200,2.8,1,ไม่มี,34,Hybrid,ลาออก
EMP0041,การตลาด,Marketing Executive,ชาย,33,ปริญญาตรี,6,29700,3.6,4,ไม่มี,20,ออฟฟิศ,อยู่ต่อ
EMP0625,ขาย,พนักงานขาย,หญิง,24,ปริญญาตรี,1,16900,4.9,2,มี,48,ออฟฟิศ,อยู่ต่อ
EMP0512,บุคคล,เจ้าหน้าที่ HR,ชาย,32,ปริญญาตรี,6,24500,3.0,3,ไม่มี,15,Hybrid,อยู่ต่อ
EMP0673,IT,Developer,หญิง,23,ปวส.,1,32200,2.0,3,ไม่มี,30,ออฟฟิศ,ลาออก
EMP0188,การตลาด,Marketing Executive,ชาย,28,ปริญญาตรี,6,26900,2.7,4,ไม่มี,9,Hybrid,อยู่ต่อ
EMP0206,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,28,ปริญญาตรี,5,16400,2.7,5,ไม่มี,25,Hybrid,อยู่ต่อ
EMP0674,การตลาด,Marketing Executive,หญิง,38,ปวส.,6,26900,4.3,5,ไม่มี,58,ออฟฟิศ,อยู่ต่อ
EMP0393,การตลาด,Marketing Executive,ชาย,36,ปวส.,8,32500,3.5,4,มี,60,Hybrid,อยู่ต่อ
EMP0145,IT,Developer,ชาย,32,ปวส.,8,37300,4.7,1,ไม่มี,26,ออฟฟิศ,อยู่ต่อ
EMP0564,บัญชี,เจ้าหน้าที่บัญชี,ชาย,27,ปริญญาตรี,5,24800,3.3,5,ไม่มี,4,Hybrid,อยู่ต่อ
EMP0032,IT,Data Analyst,หญิง,38,ปริญญาโท,8,73300,2.7,4,มี,45,Hybrid,อยู่ต่อ
EMP0457,IT,Developer,หญิง,26,ปริญญาตรี,1,29300,3.2,2,มี,59,Hybrid,อยู่ต่อ
EMP0672,IT,Developer,หญิง,38,ปริญญาตรี,11,49500,4.1,4,ไม่มี,60,Hybrid,อยู่ต่อ
EMP0743,IT,IT Support,ชาย,31,ปริญญาตรี,7,103300,2.2,2,ไม่มี,58,Hybrid,อยู่ต่อ
EMP0435,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,31,ปริญญาตรี,1,15500,4.1,5,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0086,ปฏิบัติการ,หัวหน้างาน,หญิง,48,ปริญญาตรี,16,49300,3.9,5,มี,0,Hybrid,อยู่ต่อ
EMP0160,ปฏิบัติการ,หัวหน้างาน,ชาย,37,ปริญญาตรี,11,43500,3.8,4,ไม่มี,15,WFH,อยู่ต่อ
EMP0202,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาโท,3,17900,4.2,4,มี,22,ออฟฟิศ,อยู่ต่อ
EMP0292,ขาย,พนักงานขาย,ชาย,34,ปวส.,3,22100,3.0,3,ไม่มี,20,ออฟฟิศ,อยู่ต่อ
EMP0062,บุคคล,เจ้าหน้าที่ HR,ชาย,30,ปริญญาตรี,4,24300,2.9,1,ไม่มี,46,ออฟฟิศ,อยู่ต่อ
EMP0757,ปฏิบัติการ,หัวหน้างาน,ชาย,42,ปริญญาตรี,13,46200,3.6,1,มี,38,ออฟฟิศ,อยู่ต่อ
EMP0285,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,38,ปริญญาโท,6,19100,3.6,3,ไม่มี,27,ออฟฟิศ,อยู่ต่อ
EMP0156,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,28,ปวส.,6,18600,3.6,4,มี,44,Hybrid,อยู่ต่อ
EMP0050,ขาย,หัวหน้าทีมขาย,ชาย,39,ปริญญาโท,12,49000,2.6,1,ไม่มี,48,ออฟฟิศ,ลาออก
EMP0094,ขาย,ผู้จัดการฝ่ายขาย,ชาย,50,ปริญญาตรี,16,79000,4.6,3,ไม่มี,57,ออฟฟิศ,อยู่ต่อ
EMP0294,การตลาด,Marketing Executive,หญิง,34,ปวส.,2,21700,3.3,4,มี,42,ออฟฟิศ,อยู่ต่อ
EMP0398,บัญชี,ผู้จัดการบัญชี,หญิง,38,ปริญญาตรี,8,76100,3.4,2,มี,3,ออฟฟิศ,ลาออก
EMP0758,ปฏิบัติการ,หัวหน้างาน,หญิง,38,ปริญญาตรี,8,33600,2.7,4,มี,13,ออฟฟิศ,ลาออก
EMP0736,การตลาด,Marketing Executive,หญิง,28,ปริญญาโท,0,24900,4.2,4,ไม่มี,25,ออฟฟิศ,อยู่ต่อ
EMP0321,IT,Developer,หญิง,38,ปริญญาตรี,5,38200,3.1,4,ไม่มี,51,ออฟฟิศ,อยู่ต่อ
EMP0193,บัญชี,เจ้าหน้าที่บัญชี,ชาย,32,ปริญญาตรี,8,31200,,1,มี,60,ออฟฟิศ,อยู่ต่อ
EMP0296,ขาย,พนักงานขาย,หญิง,37,ปริญญาโท,7,22400,4.1,2,ไม่มี,31,ออฟฟิศ,อยู่ต่อ
EMP0157,ขาย,พนักงานขาย,ชาย,37,ปริญญาตรี,4,19400,3.0,5,ไม่มี,4,ออฟฟิศ,อยู่ต่อ
EMP0133,ปฏิบัติการ,หัวหน้างาน,ชาย,37,ปริญญาตรี,12,36700,3.0,3,มี,46,ออฟฟิศ,อยู่ต่อ
EMP0213,บุคคล,เจ้าหน้าที่ HR,หญิง,30,ปริญญาโท,7,28100,3.4,4,ไม่มี,41,ออฟฟิศ,อยู่ต่อ
EMP0252,บุคคล,เจ้าหน้าที่ HR,หญิง,34,ปริญญาตรี,4,23700,1.9,1,มี,7,ออฟฟิศ,อยู่ต่อ
EMP0170,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,32,ปริญญาโท,4,19900,2.7,3,ไม่มี,15,ออฟฟิศ,อยู่ต่อ
EMP0554,ปฏิบัติการ,หัวหน้างาน,หญิง,37,ปริญญาตรี,7,36000,3.2,1,มี,9,ออฟฟิศ,อยู่ต่อ
EMP0009,ขาย,พนักงานขาย,ชาย,26,ปริญญาตรี,3,19200,2.7,4,ไม่มี,37,ออฟฟิศ,อยู่ต่อ
EMP0710,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปริญญาตรี,5,16600,3.2,5,ไม่มี,9,WFH,ลาออก
EMP0546,IT,Developer,ชาย,40,ปริญญาตรี,7,38400,2.8,5,ไม่มี,31,ออฟฟิศ,อยู่ต่อ
EMP0330,ขาย,พนักงานขาย,ชาย,36,ปวส.,6,21400,3.7,1,ไม่มี,20,WFH,อยู่ต่อ
EMP0683,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,37,ปริญญาตรี,4,16000,3.5,4,ไม่มี,25,ออฟฟิศ,อยู่ต่อ
EMP0336,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,44,ปริญญาตรี,12,23800,2.9,4,ไม่มี,59,ออฟฟิศ,อยู่ต่อ
EMP0437,บัญชี,เจ้าหน้าที่บัญชี,หญิง,33,ปริญญาตรี,11,31200,2.9,2,ไม่มี,33,Hybrid,อยู่ต่อ
EMP0639,IT,Developer,ชาย,36,ปริญญาตรี,6,40700,5,3,ไม่มี,26,ออฟฟิศ,ลาออก
EMP0162,ขาย,พนักงานขาย,หญิง,27,ปริญญาตรี,5,22400,3.3,3,ไม่มี,41,ออฟฟิศ,อยู่ต่อ
EMP0051,บัญชี,เจ้าหน้าที่บัญชี,ชาย,28,ปริญญาตรี,6,29000,3.1,5,มี,19,ออฟฟิศ,อยู่ต่อ
EMP0429,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,29,ปริญญาตรี,7,22000,2.7,4,ไม่มี,55,Hybrid,อยู่ต่อ
EMP0140,การตลาด,Marketing Executive,หญิง,29,ปริญญาโท,2,25700,4.2,3,มี,28,ออฟฟิศ,อยู่ต่อ
EMP0791,ขาย,พนักงานขาย,ชาย,39,ปริญญาตรี,5,23600,4.5,3,ไม่มี,27,Hybrid,อยู่ต่อ
EMP0509,IT,Data Analyst,หญิง,28,ปวส.,5,59900,3.2,3,ไม่มี,30,WFH,อยู่ต่อ
EMP0671,การตลาด,Marketing Executive,ชาย,33,ปริญญาโท,4,26600,3.9,2,ไม่มี,12,ออฟฟิศ,อยู่ต่อ
EMP0325,IT,Developer,หญิง,34,ปริญญาตรี,6,34800,3.2,5,ไม่มี,21,Hybrid,อยู่ต่อ
EMP0012,ขาย,พนักงานขาย,ชาย,29,ปริญญาตรี,4,21300,3.4,4,ไม่มี,3,Hybrid,อยู่ต่อ
EMP0372,บัญชี,นักวิเคราะห์การเงิน,หญิง,40,ปวส.,8,52800,5,3,ไม่มี,12,Hybrid,อยู่ต่อ
EMP0580,ขาย,หัวหน้าทีมขาย,หญิง,29,ปริญญาตรี,5,40500,2.9,5,ไม่มี,50,ออฟฟิศ,อยู่ต่อ
EMP0646,IT,Developer,ชาย,40,ปริญญาตรี,9,38400,2.7,4,มี,54,ออฟฟิศ,อยู่ต่อ
EMP0345,บัญชี,เจ้าหน้าที่บัญชี,ชาย,27,ปริญญาตรี,5,24300,2.6,4,ไม่มี,14,Hybrid,อยู่ต่อ
EMP0543,ขาย,พนักงานขาย,ชาย,37,ปริญญาโท,5,24000,4.1,1,ไม่มี,21,Hybrid,อยู่ต่อ
EMP0800,ปฏิบัติการ,หัวหน้างาน,หญิง,34,ปริญญาโท,12,40200,3.1,3,ไม่มี,56,Hybrid,อยู่ต่อ
EMP0254,IT,IT Manager,หญิง,35,ปริญญาตรี,10,154700,3.8,4,ไม่มี,39,ออฟฟิศ,อยู่ต่อ
EMP0198,บุคคล,Recruiter,ชาย,33,ปวส.,9,51200,3.0,3,ไม่มี,13,ออฟฟิศ,อยู่ต่อ
EMP0617,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,36,ปริญญาตรี,4,16400,2.8,2,มี,34,ออฟฟิศ,ลาออก
EMP0382,IT,Developer,หญิง,29,ปริญญาตรี,0,28900,2.6,3,ไม่มี,42,ออฟฟิศ,อยู่ต่อ
EMP0689,ขาย,พนักงานขาย,หญิง,34,ปริญญาตรี,9,24700,2.9,5,ไม่มี,44,WFH,อยู่ต่อ
EMP0313,ขาย,พนักงานขาย,หญิง,26,ปริญญาตรี,2,21200,2.9,3,ไม่มี,26,ออฟฟิศ,อยู่ต่อ
EMP0720,ขาย,พนักงานขาย,หญิง,31,ปริญญาตรี,3,22100,3.6,3,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0423,บุคคล,เจ้าหน้าที่ HR,หญิง,34,ปริญญาตรี,7,26900,3.3,1,ไม่มี,22,ออฟฟิศ,อยู่ต่อ
EMP0551,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปวส.,6,17600,3.2,3,ไม่มี,1,ออฟฟิศ,อยู่ต่อ
EMP0749,บัญชี,เจ้าหน้าที่บัญชี,หญิง,26,ปริญญาตรี,4,23300,3.3,1,มี,26,WFH,ลาออก
EMP0314,บุคคล,เจ้าหน้าที่ HR,ชาย,33,ปริญญาตรี,5,26800,3.4,4,ไม่มี,54,Hybrid,อยู่ต่อ
EMP0386,ปฏิบัติการ,หัวหน้างาน,หญิง,35,ปริญญาตรี,8,39000,3.4,2,มี,13,ออฟฟิศ,อยู่ต่อ
EMP0337,ขาย,พนักงานขาย,หญิง,28,ปริญญาตรี,0,19300,4.0,5,ไม่มี,38,Hybrid,อยู่ต่อ
EMP0045,บุคคล,Recruiter,ชาย,25,ปริญญาตรี,3,38000,2.2,2,ไม่มี,55,Hybrid,อยู่ต่อ
EMP0067,ขาย,พนักงานขาย,หญิง,28,ปริญญาตรี,3,20400,3.3,1,ไม่มี,,Hybrid,อยู่ต่อ
EMP0483,IT,Developer,หญิง,46,ปริญญาตรี,14,49100,2.9,4,ไม่มี,30,ออฟฟิศ,อยู่ต่อ
EMP0019,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,39,ปวส.,11,62000,3.8,5,ไม่มี,59,ออฟฟิศ,อยู่ต่อ
EMP0219,บุคคล,เจ้าหน้าที่ HR,ชาย,38,ปริญญาตรี,4,23400,3.3,3,ไม่มี,12,Hybrid,อยู่ต่อ
EMP0716,บัญชี,เจ้าหน้าที่บัญชี,หญิง,34,ปริญญาตรี,2,24500,3.6,3,มี,44,Hybrid,อยู่ต่อ
EMP0748,IT,Developer,หญิง,33,ปริญญาโท,7,42200,3.0,1,ไม่มี,30,ออฟฟิศ,ลาออก
EMP0495,การตลาด,Marketing Executive,ชาย,28,ปวส.,4,28100,4.1,5,มี,9,Hybrid,อยู่ต่อ
EMP0366,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,30,ปวส.,3,18000,3.8,5,มี,0,Hybrid,อยู่ต่อ
EMP0600,การตลาด,ผู้จัดการการตลาด,ชาย,34,ปวส.,10,88900,2.6,5,ไม่มี,32,Hybrid,อยู่ต่อ
EMP0550,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,35,ปริญญาตรี,5,16700,3.1,1,ไม่มี,47,ออฟฟิศ,อยู่ต่อ
EMP0742,IT,Developer,หญิง,36,ปริญญาตรี,6,39700,2.9,4,ไม่มี,51,Hybrid,อยู่ต่อ
EMP0210,ขาย,ผู้จัดการฝ่ายขาย,ชาย,42,ปริญญาตรี,16,82700,3.9,1,มี,11,ออฟฟิศ,ลาออก
EMP0530,IT,Data Analyst,หญิง,42,ปวส.,12,81700,1.8,1,มี,16,Hybrid,อยู่ต่อ
EMP0385,บุคคล,เจ้าหน้าที่ HR,ชาย,33,ปริญญาโท,5,21900,3.6,2,ไม่มี,1,ออฟฟิศ,อยู่ต่อ
EMP0057,การตลาด,Marketing Executive,ชาย,32,ปวส.,9,32400,3.1,2,มี,2,Hybrid,ลาออก
EMP0291,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,28,ปริญญาตรี,5,20000,2.9,2,ไม่มี,46,Hybrid,ลาออก
EMP0187,IT,Developer,ชาย,33,ปวส.,0,30300,4.8,4,ไม่มี,39,ออฟฟิศ,อยู่ต่อ
EMP0399,บัญชี,เจ้าหน้าที่บัญชี,ชาย,34,ปริญญาตรี,10,32500,3.2,2,ไม่มี,32,Hybrid,อยู่ต่อ
EMP0281,IT,Developer,หญิง,35,ปวส.,5,33700,,1,ไม่มี,19,Hybrid,อยู่ต่อ
EMP0494,ปฏิบัติการ,หัวหน้างาน,หญิง,37,ปริญญาตรี,9,36500,4.3,3,มี,12,Hybrid,อยู่ต่อ
EMP0656,ปฏิบัติการ,หัวหน้างาน,หญิง,37,ปริญญาตรี,4,31000,2.9,4,ไม่มี,60,Hybrid,อยู่ต่อ
EMP0011,บัญชี,เจ้าหน้าที่บัญชี,ชาย,32,ปริญญาตรี,0,20200,2.6,4,มี,53,ออฟฟิศ,ลาออก
EMP0660,ขาย,พนักงานขาย,ชาย,25,ปริญญาตรี,2,18600,4.5,2,ไม่มี,6,Hybrid,อยู่ต่อ
EMP0190,ปฏิบัติการ,หัวหน้างาน,ชาย,39,ปริญญาตรี,7,38900,1.7,3,ไม่มี,23,Hybrid,ลาออก
EMP0721,บุคคล,เจ้าหน้าที่ HR,หญิง,28,ปริญญาตรี,5,25300,2.9,1,มี,41,Hybrid,อยู่ต่อ
EMP0215,การตลาด,Marketing Executive,หญิง,37,ปริญญาตรี,8,27500,3.2,2,ไม่มี,51,ออฟฟิศ,อยู่ต่อ
EMP0301,ขาย,พนักงานขาย,ชาย,42,ปริญญาตรี,8,24000,3.3,4,มี,19,Hybrid,อยู่ต่อ
EMP0344,การตลาด,Content Creator,ชาย,30,ปริญญาตรี,0,41400,3.3,1,มี,36,Hybrid,อยู่ต่อ
