app_id,name,release_date,primary_genre,developer_tier,price_usd,price_range,is_free,early_access,multiplayer,thai_language,steam_deck,owners_estimate,positive_reviews,negative_reviews,review_pct,avg_playtime_hours,peak_ccu,estimated_revenue_usd,success
113949,Eternal Frontier,2017-01-24,RPG,Indie,2.99,< $5,Paid,No,Yes,No,Unsupported,35200,640,243,72.5,37.6,202,44783,Not hit
143142,Frozen Colony Deluxe,2018-10-13,Action,AA,19.99,$10-20,Paid,No,Yes,No,Verified,9800,170,110,61.0,18.4,35,65068,Not hit
166156,Mystic Empire II Remastered,2021-08-17,Action,Indie,9.99,$5-10,Paid,No,No,No,Playable,8300,120,28,81.2,7.2,15,27384,Not hit
102442,Lost Kingdom,2024-09-28,Survival,AA,29.99,$20-40,Paid,No,Yes,No,Playable,931800,26933,6608,80.3,55.0,3601,10339435,Hit
177996,Solar Frontier Deluxe,2017-10-15,Action,AAA,69.99,$40+,Paid,No,No,No,Unsupported,1983500,46241,28949,61.5,22.8,2906,60951347,Not hit
128934,Neon Legends: Origins,2025-12-10,Action,Indie,2.99,< $5,Paid,No,No,No,Verified,4600,86,41,68.0,7.4,6,5511,Not hit
102960,Dragon Kingdom,2022-06-25,Simulation,AA,29.99,$20-40,Paid,No,No,Yes,Unsupported,40300,858,423,67.0,38.2,128,447220,Not hit
179809,Silent Protocol Remastered Deluxe 2,2017-06-26,Adventure,Indie,9.99,$5-10,Paid,No,No,Yes,,25400,286,114,71.5,11.1,100,112991,Not hit
161383,Tiny Tactics Remastered,2019-10-20,Simulation,Indie,0.0,Free,Free,No,Yes,No,Verified,2445700,60510,26807,69.3,49.8,6788,3265145,Not hit
122237,Shadow Frontier,2021-09-22,Simulation,Indie,4.99,< $5,Paid,No,No,No,Playable,7400,173,90,65.8,47.8,25,15617,Not hit
100185,Steel Colony,2024-10-26,Strategy,Indie,4.99,< $5,Paid,No,No,No,Playable,900,16,3,86.2,36.6,3,1991,Not hit
131783,Solar Arena Deluxe,2024-12-25,Action,Indie,0.0,Free,Free,Yes,No,No,Playable,22700,291,216,57.5,4.4,68,31222,Not hit
158349,Crystal Ocean Remastered,2019-02-25,Adventure,Indie,19.99,$10-20,Paid,No,Yes,Yes,Playable,2100,48,21,71.0,20.4,15,13912,Not hit
151800,Wild Racer Remastered 2,2023-10-16,Survival,Indie,4.99,< $5,Paid,No,No,No,Unsupported,72700,1849,287,86.6,75.0,152,142295,Not hit
101221,Wild Chronicles,2025-07-25,RPG,Indie,4.99,< $5,Paid,No,Yes,No,Verified,2300,75,15,83.4,52.2,7,3990,Not hit
102886,Wild Dungeon,2025-08-10,Simulation,Indie,4.99,< $5,Paid,No,Yes,No,Verified,7300,181,91,66.9,29.1,20,14802,Not hit
152762,Rogue Survivors,2018-07-27,Horror,Indie,14.99,$10-20,Paid,No,No,No,Verified,2200,48,13,78.7,10.8,6,13122,Not hit
138887,Mystic League,2019-04-15,Casual,Indie,14.99,$10-20,Paid,Yes,No,No,Playable,19700,576,112,83.8,3.9,28,116600,Not hit
115392,Crystal Arena,2024-10-05,Strategy,Indie,4.99,< $5,Paid,No,No,No,Unsupported,51300,1444,546,72.6,70.5,143,82700,Not hit
115947,Hidden Factory,2022-12-28,Adventure,AA,24.99,$20-40,Paid,No,No,No,Verified,29100,712,101,87.6,20.1,91,253081,Not hit
144585,Void Horizon: Origins Deluxe,2024-01-31,RPG,Indie,9.99,$5-10,Paid,No,No,No,Playable,300,5,3,70.7,32.6,0,1110,Not hit
169005,Crystal Legends Deluxe: Origins,2016-11-09,Adventure,Indie,9.99,$5-10,Paid,Yes,No,Yes,Verified,200,3,4,53.6,9.0,0,796,Not hit
131820,Steel Kingdom Deluxe Remastered,2022-10-08,Roguelike,Indie,24.99,$20-40,Paid,No,No,No,Unsupported,174800,4502,159,96.6,42.6,186,1960481,Hit
134003,Shadow Racer: Origins,2025-04-24,Action,Indie,19.99,$10-20,Paid,No,No,No,Verified,4200,93,46,67.4,20.9,14,35173,Not hit
145325,Pixel Ocean Deluxe,2024-10-23,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Playable,800,9,6,64.8,13.4,2,2704,Not hit
176701,Golden Dungeon Remastered II,2019-03-06,Horror,Indie,19.99,$10-20,Paid,No,No,No,Unsupported,32800,1018,202,83.5,9.3,87,265276,Not hit
114319,Tiny Kingdom,2025-04-29,RPG,Indie,19.99,$10-20,Paid,Yes,No,No,Playable,15900,385,63,86.0,45.8,13,100208,Not hit
147730,Pixel Survivors II,2018-08-09,Puzzle,Indie,14.99,$10-20,Paid,No,No,No,Verified,600,9,5,69.0,3.9,0,3089,Not hit
145880,Eternal Dungeon Deluxe,2020-11-26,Simulation,Indie,4.99,< $5,Paid,No,Yes,No,Verified,13200,132,71,65.3,23.1,18,23447,Not hit
135261,Frozen Horizon Remastered,2025-10-08,Roguelike,Indie,9.99,$5-10,Paid,No,No,No,Verified,5500,191,5,97.7,9.2,19,24063,Not hit
152170,Lost Village Deluxe,2023-10-17,Simulation,Indie,4.99,< $5,Paid,No,No,No,Verified,18000,524,164,76.2,28.5,15,28949,Not hit
144992,Mystic Kingdom Deluxe 2,2024-10-01,Action,Indie,19.99,$10-20,Paid,No,Yes,No,Unsupported,148000,2722,631,81.2,13.3,1129,1117896,Hit
154908,Broken Colony II Deluxe,2020-04-05,Puzzle,Indie,4.99,< $5,Paid,No,No,No,Unsupported,8500,182,46,80.2,2.7,15,17831,Not hit
123051,Dragon Hunter,2019-09-28,Strategy,AAA,59.99,$40+,Paid,No,No,No,Verified,836700,20519,9835,67.6,35.6,464,16799647,Not hit
181437,Dark Horizon Deluxe Remastered,2025-02-22,Adventure,Indie,0.0,Free,Free,No,No,No,Verified,2100,30,29,50.9,17.2,7,1216,Not hit
168709,Hidden Kingdom II,2024-11-30,Puzzle,Indie,4.99,< $5,Paid,No,No,No,Verified,2800,59,35,63.5,6.2,3,5376,Not hit
119943,Solar Racer Remastered,2017-04-17,Puzzle,AA,39.99,$20-40,Paid,No,No,No,Unsupported,3800,53,38,59.3,14.3,12,56582,Not hit
164158,Wild Colony: Origins,2025-05-06,Racing,Indie,4.99,< $5,Paid,No,Yes,No,Unsupported,200,1,2,59.9,19.0,1,419,Not hit
143179,Hidden Ocean Deluxe,2022-09-16,Action,Indie,9.99,$5-10,Paid,No,No,No,Verified,1100,16,3,86.0,12.9,3,4991,Not hit
152614,Hidden Tactics: Origins,2023-02-13,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Playable,64500,2235,308,87.9,101.9,50,309181,Not hit
184397,Frozen Kingdom Remastered,2020-06-19,Racing,Indie,4.99,< $5,Paid,Yes,No,No,Verified,21500,620,157,79.8,5.8,49,35607,Not hit
148285,Cyber Protocol Remastered Deluxe,2021-01-03,Sports,AAA,0.0,Free,Free,No,Yes,No,Verified,3743800,75166,62501,54.6,12.4,18376,1224168,Not hit
155241,Lost Legends 2,2024-06-10,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Playable,387900,10901,2046,84.2,40.5,995,2016425,Hit
173334,Tiny Factory II,2023-07-31,Action,AA,0.0,Free,Free,No,No,No,Playable,86700,1745,1213,59.0,8.3,102,135951,Not hit
173556,Star Chronicles Deluxe II,2024-07-17,Puzzle,Indie,0.0,Free,Free,No,No,Yes,Unsupported,53900,906,520,63.6,4.2,28,28428,Not hit
109583,Shadow Arena 2,2021-10-13,Adventure,Indie,14.99,$10-20,Paid,Yes,No,No,Unsupported,10100,103,56,64.9,10.3,23,58838,Not hit
110952,Silent Colony: Origins,2018-09-28,Action,Indie,19.99,$10-20,Paid,No,No,No,Verified,9000,307,27,92.2,10.0,7,69972,Not hit
132079,Tiny Frontier Remastered,2024-05-16,Adventure,Indie,2.99,< $5,Paid,No,No,No,Playable,41000,981,231,81.0,5.3,69,49528,Not hit
177552,Broken Ocean Remastered,2021-04-15,Adventure,Indie,2.99,< $5,Paid,No,No,Yes,Playable,170300,5810,59,99,4.2,299,214242,Hit
147434,Crystal Racer: Origins,2021-03-19,Action,Indie,0.0,Free,Free,No,No,No,Unsupported,969700,28110,1700,94.3,10.6,2103,238017,Hit
117094,Hidden Ocean: Origins,2023-04-11,Action,AA,29.99,$20-40,Paid,No,No,No,Verified,50700,578,225,72.1,15.8,61,562029,Not hit
102590,Void Horizon,2025-07-26,Action,Indie,0.99,< $5,Paid,No,Yes,No,Playable,2600,26,21,56.0,37.1,18,930,Not hit
133152,Iron Odyssey: Origins,2024-10-11,Action,Indie,0.99,< $5,Paid,Yes,No,No,Playable,900,7,7,54.3,23.0,3,374,Not hit
141847,Shadow Kingdom Deluxe Remastered,2022-06-15,Casual,Indie,9.99,$5-10,Paid,No,No,No,Playable,54200,1284,241,84.2,5.9,164,205011,Not hit
190354,Mystic League Deluxe 2,2021-07-11,Action,AA,39.99,$20-40,Paid,No,No,No,Playable,169500,3564,1565,69.5,26.2,223,2659964,Not hit
115133,Tiny Empire,2024-03-30,Strategy,Indie,9.99,$5-10,Paid,No,No,No,Playable,7100,146,49,75.0,19.3,27,30305,Not hit
145362,Frozen Ocean Remastered II,2021-02-03,Action,Indie,4.99,< $5,Paid,No,No,Yes,Verified,800,11,6,69.0,57.6,1,1329,Not hit
176590,Tiny Empire II,2025-04-18,Action,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,200,4,2,73.8,10.8,0,672,Not hit
159348,Solar Island 2: Origins,2017-09-20,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,2700,56,25,69.2,12.2,6,11597,Not hit
185396,Neon League II: Origins,2017-07-18,Simulation,Indie,2.99,< $5,Paid,No,No,No,Unsupported,11900,278,100,73.8,22.7,38,13395,Not hit
145658,Tiny Arena Remastered,2024-03-20,Survival,Indie,14.99,$10-20,Paid,No,Yes,No,Playable,57400,865,342,71.7,38.8,286,355446,Not hit
149728,Steel Horizon: Origins,2024-11-16,Action,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,3600,52,30,63.6,,12,20838,Not hit
109731,Dark Tower,2017-06-05,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Playable,21600,650,113,85.3,18.5,57,83171,Not hit
190169,Solar Tactics II,2023-02-11,RPG,Indie,4.99,< $5,Paid,No,No,No,Unsupported,38100,1091,20,98.2,33.9,115,73375,Not hit
129193,Shadow League Deluxe,2022-01-01,Strategy,Indie,2.99,< $5,Paid,No,No,No,Playable,1705900,53100,3571,93.7,29.1,5269,1745270,Hit
100111,Neon Village,2023-07-31,Racing,AA,0.0,Free,Free,No,Yes,Yes,Playable,2467300,59990,23330,72.0,48.7,7033,1540004,Not hit
141107,Solar Protocol,2023-06-21,Action,Indie,9.99,$5-10,Paid,Yes,Yes,Yes,Verified,227800,4179,750,84.8,14.2,1402,815380,Hit
114837,Dark Kingdom,2020-04-03,Strategy,Indie,4.99,< $5,Paid,No,No,No,Verified,1900,40,6,87.7,47.0,4,3054,Not hit
117871,Eternal Ocean 2,2016-05-17,Casual,Indie,4.99,< $5,Paid,No,No,No,Playable,18200,417,113,78.7,1.7,59,29822,Not hit
111544,Dragon League: Origins 2,2024-12-15,RPG,Indie,14.99,$10-20,Paid,No,No,No,Verified,16700,437,68,86.7,41.0,10,95686,Not hit
127565,Silent Horizon Deluxe,2025-10-17,Adventure,Indie,0.0,Free,Free,No,Yes,No,Playable,17800,388,192,67.0,8.7,72,17163,Not hit
109176,Void Horizon: Origins,2019-07-21,RPG,AA,19.99,$10-20,Paid,No,No,No,Playable,285900,5877,1196,83.1,39.3,1096,2557126,Hit
107918,Solar Legends II,2023-04-07,Casual,Indie,19.99,$10-20,Paid,No,No,Yes,Playable,400,6,5,62.1,14.0,1,3310,Not hit
111174,Mystic Racer II,2021-05-31,Action,AAA,0.0,Free,Free,No,Yes,No,Playable,19122900,261689,118673,68.8,5.4,138042,4923378,Not hit
113357,Silent Legends: Origins,2024-11-13,Survival,AAA,69.99,$40+,Paid,No,Yes,Yes,Playable,21498700,283439,116335,70.9,80.0,141139,653221921,Not hit
145584,Last Ocean Remastered,2025-08-12,Action,Indie,4.99,< $5,Paid,No,Yes,No,Playable,27200,666,136,83.1,25.2,217,45877,Not hit
191390,Silent Empire Deluxe 2,2018-07-02,Survival,Indie,9.99,$5-10,Paid,No,Yes,No,Verified,4700,80,16,83.7,26.4,26,14990,Not hit
108658,Broken Tower Deluxe Deluxe,2017-04-18,Adventure,Indie,4.99,< $5,Paid,No,Yes,No,Unsupported,297100,6676,767,89.7,12.9,1985,527770,Hit
183805,Silent Racer Deluxe 2,2018-03-16,Survival,AA,24.99,$20-40,Paid,No,Yes,No,Playable,136300,3043,795,79.3,34.8,419,1529135,Not hit
165342,Broken Ocean II II,2022-12-03,Simulation,Indie,4.99,< $5,Paid,Yes,Yes,No,Verified,14400,224,110,67.3,41.2,77,27062,Not hit
169227,Last Survivors II,2022-12-24,Strategy,Indie,4.99,< $5,Paid,No,No,No,Playable,300,2,2,71.0,18.4,0,490,Not hit
119684,Wild League: Origins,2024-03-03,Action,Indie,0.99,< $5,Paid,No,No,No,Playable,3400,97,27,78.5,11.0,12,1488,Not hit
188615,Lost Factory II,2018-01-08,Casual,Indie,14.99,$10-20,Paid,No,Yes,No,Unsupported,2300,28,14,67.5,2.6,8,13232,Not hit
177700,Void Island II,2022-10-22,Action,Indie,19.99,$10-20,Paid,No,Yes,No,Playable,200,2,2,52.3,9.6,0,1558,Not hit
106586,Wild Horizon,2025-10-26,Racing,AA,0.0,Free,Free,No,No,No,Verified,1567500,35727,22651,61.2,22.4,5710,828432,Not hit
117501,Lost Horizon,2022-01-23,Roguelike,Indie,9.99,$5-10,Paid,No,Yes,No,Unsupported,21000,542,145,79.0,25.1,35,79445,Not hit
110693,Crystal Survivors,2025-02-11,Puzzle,AA,29.99,$20-40,Paid,No,No,Yes,Playable,14400,331,71,82.5,17.9,9,152639,Not hit
128860,Tiny Racer II,2022-11-14,Simulation,Indie,2.99,< $5,Paid,Yes,No,No,Playable,69700,1080,323,77.0,18.9,240,68970,Not hit
150394,Star Kingdom: Origins,2023-09-24,Horror,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,20200,268,140,65.7,5.4,65,67953,Not hit
159163,Iron Empire,2024-03-30,Action,Indie,14.99,$10-20,Paid,No,No,No,Verified,300,2,2,50.4,4.1,0,1598,Not hit
107548,Broken Horizon 2,2023-02-24,Horror,AA,0.0,Free,Free,No,Yes,,Playable,5529600,134927,38057,78.0,10.5,20081,9351667,Not hit
171780,Shadow Dungeon II,2023-10-31,Horror,Indie,4.99,< $5,Paid,No,Yes,No,Playable,2900,31,19,63.2,5.6,10,5919,Not hit
116539,Iron Colony: Origins,2017-12-29,Adventure,Indie,2.99,< $5,Paid,No,No,No,Playable,14500,247,31,89.2,10.6,24,16395,Not hit
152281,Pixel Ocean Remastered,2023-10-30,Action,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,3600,58,25,70.6,21.1,8,11659,Not hit
188097,Star Factory: Origins,2024-05-26,Puzzle,Indie,4.99,< $5,Paid,No,No,No,Playable,2000,33,8,80.6,3.8,7,3695,Not hit
188208,Void Empire Deluxe,2021-08-25,Simulation,Indie,9.99,$5-10,Paid,Yes,Yes,No,Playable,11500,138,67,67.5,45.5,82,48210,Not hit
106734,Shadow Arena,2024-09-03,Puzzle,Indie,9.99,$5-10,Paid,No,No,No,Verified,9300,209,35,85.8,13.7,24,34870,Not hit
156166,Eternal Tactics Deluxe,2023-10-11,Casual,AA,29.99,$20-40,Paid,No,No,No,Playable,72100,1870,513,78.5,12.5,147,868612,Not hit
102072,Neon Tactics,2019-07-31,RPG,Indie,2.99,< $5,Paid,Yes,Yes,No,Verified,5900,117,38,75.9,52.2,34,7555,Not hit
108732,Dragon Dungeon,2023-06-05,Casual,AAA,0.0,Free,Free,No,No,Yes,Verified,373700,4094,3842,51.6,3.6,693,173910,Not hit
109842,Hidden Legends,2023-06-20,Racing,AAA,69.99,$40+,Paid,No,Yes,No,Playable,2313200,44857,17272,72.2,41.4,6486,63591771,Not hit
176849,Frozen Odyssey 2,2022-10-14,Casual,Indie,9.99,$5-10,Paid,No,No,No,Verified,900,24,5,84.0,3.5,2,3982,Not hit
161568,Rogue Hunter 2 II,2024-06-22,Strategy,AA,39.99,$20-40,Paid,No,No,No,Verified,115800,2434,749,76.5,60.0,272,2086942,Not hit
105143,Eternal Survivors,2021-10-28,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Verified,6400,146,52,74.0,10.1,11,37610,Not hit
129674,Broken Protocol Deluxe,2023-09-14,Action,Indie,0.99,< $5,Paid,No,No,No,Unsupported,19100,600,111,84.4,16.5,10,6238,Not hit
153502,Cyber Legends Remastered,2017-04-01,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Verified,23700,524,96,84.6,32.2,54,144990,Not hit
163381,Crystal Dungeon Remastered: Origins,2020-04-27,Action,Indie,14.99,$10-20,Paid,Yes,Yes,Yes,Playable,51100,1599,390,80.4,8.8,366,274717,Not hit
149358,Dragon Island II 2: Origins,2019-04-08,Action,Indie,0.0,Free,Free,No,No,No,Verified,119000,1773,450,79.8,5.2,290,182399,Not hit
171410,Lost Dungeon 2 II,2021-06-08,Casual,Indie,24.99,$20-40,Paid,No,No,No,Verified,20300,657,93,87.6,4.3,29,218142,Not hit
110545,Hidden Protocol,2019-02-28,Simulation,Indie,14.99,$10-20,Paid,Yes,No,No,Playable,6300,70,37,66.3,44.3,22,38314,Not hit
136889,Pixel Frontier,2021-03-21,RPG,AA,19.99,$10-20,Paid,No,No,No,Playable,166600,3127,1472,68.0,53.0,243,1498675,Not hit
176812,Void League II Remastered,2024-03-20,Simulation,Indie,9.99,$5-10,Paid,Yes,No,No,Unsupported,6800,101,30,77.6,65.6,12,22270,Not hit
129045,Frozen Tower,2021-09-29,Adventure,AAA,49.99,$40+,Paid,No,No,No,Playable,2608300,75968,16003,82.6,16.1,2009,58502487,Hit
100703,Tiny Village 2,2019-08-31,Adventure,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,6900,83,22,79.5,26.1,7,23805,Not hit
133300,Frozen Frontier,2024-08-08,Strategy,AA,24.99,$20-40,Paid,No,Yes,No,Playable,72900,1172,857,57.8,85.3,472,661040,Not hit
105550,Cyber Hunter: Origins,2018-05-24,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Verified,14600,220,45,83.1,28.1,28,95017,Not hit
179365,Star Odyssey Deluxe,2016-03-02,Action,Indie,19.99,$10-20,Paid,Yes,No,No,Verified,11100,312,66,82.7,12.4,8,78920,Not hit
152873,Dark Colony Deluxe,2020-02-12,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,22500,367,86,81.2,20.9,82,148908,Not hit
138924,Mystic Odyssey 2,2016-09-29,Action,AA,19.99,$10-20,Paid,No,No,No,Verified,100500,1770,529,77.0,10.2,363,762119,Not hit
171595,Broken Horizon Deluxe Remastered,2022-09-12,Puzzle,Indie,14.99,$10-20,Paid,No,No,No,Verified,2400,48,10,83.5,6.7,3,14010,Not hit
164602,Rogue Island II: Origins,2019-10-23,Adventure,Indie,9.99,$5-10,Paid,No,No,No,Verified,161000,2917,30,99,7.6,169,592758,Hit
180031,Lost Colony Deluxe Deluxe,2016-11-05,Simulation,Indie,4.99,< $5,Paid,No,No,No,Playable,28700,704,275,72.0,49.9,38,46134,Not hit
183953,Shadow Odyssey: Origins,2019-08-11,Action,Indie,14.99,$10-20,Paid,No,No,No,Playable,2300,55,30,65.7,60.9,9,11026,Not hit
178884,Dark Racer 2,2020-12-21,Survival,AAA,69.99,$40+,Paid,No,Yes,Yes,Playable,1805500,30201,23634,56.1,73.8,6912,55028975,Not hit
117168,Silent Frontier II,2017-07-28,RPG,Indie,9.99,$5-10,Paid,No,No,No,Verified,231300,6931,412,94.4,63.6,714,1050513,Hit
113024,Tiny Dungeon,2017-12-31,Puzzle,Indie,14.99,$10-20,Paid,No,No,No,Playable,37900,751,61,92.5,3.3,130,253629,Not hit
130266,Lost Survivors: Origins: Origins,2024-03-31,Strategy,AA,24.99,$20-40,Paid,No,Yes,Yes,Playable,795800,19273,3217,85.7,77.0,5392,8941175,Hit
128823,Rogue Chronicles Deluxe,2023-04-13,Casual,Indie,14.99,$10-20,Paid,No,No,No,Verified,5400,87,19,82.4,1.9,17,35912,Not hit
174666,Broken Chronicles: Origins: Origins,2020-07-22,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Playable,3400,53,9,86.1,45.8,4,20314,Not hit
181400,Hidden Hunter: Origins,2023-03-03,Action,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,13700,207,119,63.6,21.4,30,52173,Not hit
166119,Broken Survivors 2,2022-08-14,Action,Indie,2.99,< $5,Paid,No,No,No,Verified,96700,1522,319,82.7,30.4,322,112972,Not hit
149876,Cyber Village II,2017-05-31,Roguelike,Indie,14.99,$10-20,Paid,No,No,No,Playable,8200,236,80,74.8,44.4,27,47017,Not hit
135483,Wild Ocean 2,2020-06-19,Racing,Indie,2.99,< $5,Paid,No,No,No,Verified,214600,5132,1525,77.1,12.6,414,267650,Not hit
103922,Cyber Legends,2025-01-30,RPG,Indie,14.99,$10-20,Paid,No,No,No,Verified,1100,20,12,62.8,46.7,1,5206,Not hit
191834,Neon Island 2 2,2023-04-04,Roguelike,Indie,4.99,< $5,Paid,No,No,No,Verified,9100,226,47,83.0,28.0,25,17772,Not hit
124309,Steel Tactics Remastered Deluxe,2017-11-01,Action,AA,19.99,$10-20,Paid,No,No,No,Playable,900,9,8,55.5,18.5,2,7352,Not hit
154168,Lost Factory: Origins,2017-08-14,Action,Indie,24.99,$20-40,Paid,No,No,No,Playable,3300,79,43,65.3,23.0,11,27340,Not hit
140256,Dragon Factory 2,2017-11-16,RPG,Indie,19.99,$10-20,Paid,No,No,No,Verified,59400,968,171,85.0,90.7,144,491828,Not hit
153613,Hidden Horizon II,2021-05-19,RPG,AA,39.99,$20-40,Paid,No,No,No,Playable,87500,2754,728,79.1,49.3,296,1389520,Not hit
184693,Shadow Tower Deluxe,2016-12-22,Roguelike,Indie,9.99,$5-10,Paid,Yes,Yes,No,Verified,18800,366,144,71.9,25.5,78,61912,Not hit
135520,Silent Legends: Origins: Origins,2021-12-28,Action,Indie,9.99,$5-10,Paid,No,No,No,Verified,114500,1887,349,84.4,12.7,135,477579,Hit
171484,Crystal Dungeon: Origins,2023-03-12,Sports,Indie,0.0,Free,Free,No,Yes,Yes,Verified,3900,45,39,54.0,33.7,12,4914,Not hit
123754,Hidden Factory: Origins,2024-05-19,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Playable,300,6,4,64.8,9.1,0,1838,Not hit
103737,Iron Ocean,2016-05-09,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Playable,322500,4846,655,88.1,46.6,1214,1942821,Hit
152429,Wild Horizon: Origins II,2024-05-21,Action,Indie,2.99,< $5,Paid,No,Yes,No,Playable,200,2,4,49.7,15.0,0,200,Not hit
120683,Mystic Kingdom,2024-05-16,Adventure,Indie,0.0,Free,Free,No,No,No,Playable,23000,441,325,57.6,16.5,63,30279,Not hit
185581,Cyber Odyssey 2,2025-03-25,RPG,Indie,0.99,< $5,Paid,No,Yes,No,Playable,1500,26,14,66.1,131.6,5,510,Not hit
139035,Broken Frontier Remastered,2021-04-13,RPG,Indie,0.0,Free,Free,No,Yes,No,Playable,196300,4245,2807,60.2,24.3,659,84537,Not hit
180142,Hidden Village Remastered 2,2017-12-16,RPG,Indie,2.99,< $5,Paid,No,No,No,Playable,14000,416,114,78.5,79.5,48,16409,Not hit
179587,Eternal Island Remastered Remastered,2020-08-11,Horror,Indie,9.99,$5-10,Paid,No,No,Yes,Verified,5700,117,58,67.4,1.4,8,25203,Not hit
142217,Dark Odyssey Remastered,2022-05-07,Action,AA,0.0,Free,Free,No,No,No,Verified,332500,5836,4549,56.2,8.3,768,123245,Not hit
138517,Cyber Odyssey,2020-05-16,Casual,Indie,9.99,$5-10,Paid,No,No,No,Playable,6800,156,40,80.1,1.9,24,22525,Not hit
178440,Neon Arena Remastered 2,2016-12-15,Adventure,Indie,4.99,< $5,Paid,No,No,No,Verified,56500,1194,318,79.0,7.1,208,126316,Not hit
173667,Lost Island Remastered: Origins,2017-02-16,Racing,AA,39.99,$20-40,Paid,No,Yes,No,Verified,940500,17480,3786,82.2,14.4,3082,13878128,Hit
172409,Wild Arena Remastered,2025-02-20,Action,Indie,2.99,< $5,Paid,No,No,No,Verified,19900,379,91,80.8,21.0,44,26128,Not hit
109324,Wild Factory,2018-04-17,Horror,AA,0.0,Free,Free,No,Yes,No,Verified,183800,3518,2094,62.7,15.8,1253,157325,Not hit
184323,Pixel Ocean II Remastered,2025-07-29,Sports,AA,0.0,Free,Free,No,Yes,Yes,Playable,578500,8919,5106,63.6,11.7,2631,667261,Not hit
181696,Silent Village: Origins Remastered,2025-02-10,RPG,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,3100,63,24,73.2,66.9,3,14674,Not hit
191686,Rogue Island Remastered: Origins,2022-03-03,Racing,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,400,8,5,65.3,27.8,0,2623,Not hit
161013,Star Chronicles II,2016-01-18,Survival,Indie,0.0,Free,Free,Yes,Yes,No,Verified,275400,4101,2327,63.8,47.4,2195,83816,Not hit
111766,Pixel League Deluxe,2022-11-03,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,1700,23,17,57.9,114.5,1,8059,Not hit
154020,Last Frontier II 2,2017-09-15,Adventure,Indie,19.99,$10-20,Paid,No,No,No,Verified,1800,58,12,83.9,5.4,2,14396,Not hit
137999,Pixel Empire 2,2016-10-08,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,48700,600,501,54.5,4.9,122,190061,Not hit
131080,Lost Colony: Origins,2024-11-18,Roguelike,Indie,4.99,< $5,Paid,No,Yes,No,Verified,10500,195,45,81.3,17.2,81,17337,Not hit
119869,Dragon Protocol 2 II,2016-10-09,Action,AA,0.0,Free,Free,No,No,No,Playable,213300,2833,1032,73.3,27.3,401,146600,Not hit
165749,Star League 2 Remastered,2022-02-24,Roguelike,Indie,4.99,< $5,Paid,No,No,Yes,Unsupported,14600,327,132,71.4,9.9,41,25857,Not hit
157461,Steel Frontier: Origins Deluxe,2019-08-06,Adventure,Indie,0.0,Free,Free,No,No,No,Verified,94700,1244,667,65.1,15.4,77,55247,Not hit
192204,Golden Hunter Deluxe: Origins,2018-11-13,Adventure,Indie,19.99,$10-20,Paid,No,No,No,Playable,10300,133,68,66.3,6.4,33,75847,Not hit
145436,Pixel Dungeon,2025-03-08,Action,Indie,2.99,< $5,Paid,No,No,No,Unsupported,700,8,4,70.5,7.1,0,793,Not hit
140182,Void League II,2024-07-02,Survival,AAA,59.99,$40+,Paid,No,Yes,No,Unsupported,13319800,327193,139559,70.1,105.9,40977,326555504,Not hit
133966,Eternal Colony Deluxe,2023-10-29,Horror,Indie,19.99,$10-20,Paid,No,No,No,Unsupported,4100,83,43,66.1,3.5,8,32785,Not hit
139738,Silent Survivors Remastered Deluxe,2016-01-13,Racing,Indie,14.99,$10-20,Paid,No,Yes,No,Playable,5100,150,41,78.8,12.3,29,30044,Not hit
167451,Pixel League Deluxe Remastered,2020-05-10,Simulation,Indie,2.99,< $5,Paid,No,Yes,No,Playable,105500,1842,658,73.7,10.0,112,119670,Not hit
100999,Tiny League,2017-09-25,Action,Indie,19.99,$10-20,Paid,No,Yes,No,Playable,5200,118,21,85.4,24.9,31,38877,Not hit
174703,Eternal League Deluxe,2022-01-20,Strategy,AAA,69.99,$40+,Paid,No,Yes,Yes,Unsupported,5566300,168057,29193,85.2,42.4,12484,165916963,Hit
