enroll_id,enroll_date,course_category,course_name,learning_mode,customer_type,seats,price_per_seat,total_amount,lead_source,satisfaction,completed
ENR01043,2024-02-22,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,2,4400,8800,Facebook,4.1,ไม่สำเร็จ
ENR00479,2025-10-05,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Google Search,4.2,สำเร็จ
ENR00951,2025-06-14,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,LINE OA,3.6,สำเร็จ
ENR01089,2025-01-16,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,TikTok,4.9,สำเร็จ
ENR01238,2024-11-05,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,5,สำเร็จ
ENR00004,2024-09-09,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Google Search,4.7,สำเร็จ
ENR01251,2024-04-24,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,TikTok,4.7,สำเร็จ
ENR00486,2024-09-05,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,LINE OA,5,ไม่สำเร็จ
ENR01075,2024-12-04,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,TikTok,4.8,สำเร็จ
ENR01126,2025-10-15,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,TikTok,4.4,สำเร็จ
ENR00088,2025-11-17,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Google Search,4.1,สำเร็จ
ENR00111,2025-08-28,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,เพื่อนแนะนำ,4.1,ไม่สำเร็จ
ENR00622,2025-11-05,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,Google Search,5,สำเร็จ
ENR01425,2025-12-17,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,3.9,สำเร็จ
ENR00397,2024-11-08,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,2,5500,11000,เพื่อนแนะนำ,4.2,สำเร็จ
ENR01479,2025-08-31,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,LINE OA,4.1,สำเร็จ
ENR01119,2024-04-02,Excel,Excel Basic,Onsite,องค์กร,10,3500,31500,องค์กรส่งมา,4.0,สำเร็จ
ENR01073,2024-06-04,Python,Machine Learning,Online Live,องค์กร,1,8900,8900,องค์กรส่งมา,4.3,สำเร็จ
ENR01014,2025-05-03,SQL,SQL Fundamentals,Onsite,องค์กร,1,4900,4900,Google Search,4.1,สำเร็จ
ENR01102,2024-07-31,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,TikTok,3.9,สำเร็จ
ENR00109,2024-02-22,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,3,5900,17700,Google Search,4.4,สำเร็จ
ENR00192,2024-10-26,Python,Machine Learning,E-Learning,องค์กร,5,7120,32040,Google Search,4.6,สำเร็จ
ENR01310,2025-09-28,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00038,2024-06-18,Power BI,Power BI Desktop,Onsite,องค์กร,1,5500,5500,,3.7,สำเร็จ
ENR00470,2025-05-30,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.4,สำเร็จ
ENR00337,2025-12-19,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,TikTok,5.0,สำเร็จ
ENR00535,2024-07-03,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,2,5500,11000,Facebook,4.1,สำเร็จ
ENR00941,2024-04-12,Python,Machine Learning,Online Live,องค์กร,5,8900,40050,องค์กรส่งมา,4.2,สำเร็จ
ENR01192,2025-08-05,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,Google Search,4.4,สำเร็จ
ENR00547,2025-02-27,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Google Search,4.8,สำเร็จ
ENR00894,2024-08-20,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.0,สำเร็จ
ENR00333,2024-03-15,Excel,Excel Dashboard,E-Learning,องค์กร,5,3920,17640,Google Search,3.8,สำเร็จ
ENR00166,2025-02-04,Excel,Excel Advanced,E-Learning,องค์กร,10,3600,32400,LINE OA,4.6,สำเร็จ
ENR00474,2024-12-26,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,LINE OA,4.6,สำเร็จ
ENR00776,2024-12-13,SQL,SQL for Data Analyst,Online Live,องค์กร,1,5500,5500,เพื่อนแนะนำ,4.9,ไม่สำเร็จ
ENR00052,2024-12-25,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.3,สำเร็จ
ENR00952,2024-09-27,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,5,ไม่สำเร็จ
ENR00932,2024-06-08,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00281,2025-05-02,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Google Search,4.8,สำเร็จ
ENR00075,2024-06-21,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00072,2024-02-22,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,LINE OA,3.4,สำเร็จ
ENR00875,2025-10-09,Excel,Excel Dashboard,Online Live,องค์กร,1,4900,4900,องค์กรส่งมา,4.5,สำเร็จ
ENR00715,2025-10-25,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,Google Search,3.8,สำเร็จ
ENR01017,2025-06-24,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,2,3900,7800,TikTok,5,ไม่สำเร็จ
ENR01108,2024-08-19,Excel,Excel Advanced,Online Live,องค์กร,3,4500,13500,LINE OA,4.0,สำเร็จ
ENR00453,2025-09-19,Excel,Excel Dashboard,Onsite,องค์กร,3,4900,14700,องค์กรส่งมา,4.4,สำเร็จ
ENR00962,2025-11-30,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.3,สำเร็จ
ENR00334,2025-04-02,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,2,4900,9800,TikTok,4.3,สำเร็จ
ENR01444,2024-01-19,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,Facebook,4.2,สำเร็จ
ENR00172,2025-10-11,Office,Word Professional,Online Live,องค์กร,10,2900,26100,LINE OA,4.4,สำเร็จ
ENR00171,2024-01-03,Excel,Excel Basic,E-Learning,องค์กร,1,2800,2800,LINE OA,4.4,สำเร็จ
ENR01221,2024-09-24,Excel,Excel Basic,Online Live,องค์กร,5,3500,15750,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00929,2025-11-24,SQL,SQL for Data Analyst,Onsite,องค์กร,5,5500,24750,องค์กรส่งมา,3.8,สำเร็จ
ENR00371,2024-06-23,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,LINE OA,3.9,สำเร็จ
ENR00902,2024-11-05,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,TikTok,4.2,สำเร็จ
ENR00580,2025-05-09,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,Facebook,4.7,สำเร็จ
ENR00968,2024-11-24,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,3,4900,14700,LINE OA,4.3,สำเร็จ
ENR01068,2025-07-12,AI Tools,AI Automation,Onsite,องค์กร,10,5900,53100,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00061,2024-07-28,Python,Python Data Analysis,Onsite,องค์กร,3,6900,20700,LINE OA,3.8,สำเร็จ
ENR00280,2025-11-20,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,LINE OA,3.8,สำเร็จ
ENR00363,2025-09-30,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.4,สำเร็จ
ENR00202,2024-12-27,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,5,สำเร็จ
ENR00059,2025-11-15,Power BI,DAX Formula,Onsite,องค์กร,10,5900,53100,องค์กรส่งมา,4.9,สำเร็จ
ENR00560,2024-03-23,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,2,5500,11000,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00898,2025-11-06,Power BI,DAX Formula,Onsite,องค์กร,10,5900,53100,TikTok,3.9,สำเร็จ
ENR01493,2024-01-26,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,3,5500,16500,Google Search,4.7,สำเร็จ
ENR01004,2025-11-12,Office,Word Professional,E-Learning,บุคคลทั่วไป,3,2320,6960,LINE OA,4.1,ไม่สำเร็จ
ENR00858,2025-06-04,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,2,3120,6240,TikTok,4.7,สำเร็จ
ENR01442,2025-05-01,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,Facebook,4.2,สำเร็จ
ENR01130,2024-05-19,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,TikTok,4.8,สำเร็จ
ENR00367,2024-03-25,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,Google Search,4.3,สำเร็จ
ENR00113,2025-03-05,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,5,สำเร็จ
ENR00755,2025-01-23,Excel,Excel Basic,Online Live,องค์กร,10,3500,31500,TikTok,4.8,สำเร็จ
ENR00504,2025-09-18,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,เพื่อนแนะนำ,4.0,สำเร็จ
ENR01093,2024-04-23,SQL,SQL Fundamentals,Online Live,องค์กร,1,4900,4900,องค์กรส่งมา,4.1,สำเร็จ
ENR00230,2025-03-22,Power BI,Power BI Desktop,E-Learning,องค์กร,5,4400,19800,องค์กรส่งมา,3.9,สำเร็จ
ENR01362,2025-05-05,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.7,สำเร็จ
ENR01243,2024-05-30,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,4.4,สำเร็จ
ENR01112,2024-03-08,Office,PowerPoint Design,Online Live,องค์กร,5,3200,14400,องค์กรส่งมา,4.0,สำเร็จ
ENR00296,2025-09-10,Python,Python for Beginner,Onsite,บุคคลทั่วไป,3,5900,17700,Facebook,4.0,สำเร็จ
ENR01048,2025-09-22,Excel,Excel Advanced,Onsite,องค์กร,2,4500,9000,องค์กรส่งมา,4.3,สำเร็จ
ENR01499,2025-06-19,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,Google Search,4.3,สำเร็จ
ENR00976,2025-06-23,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,TikTok,4.5,สำเร็จ
ENR01162,2025-06-12,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,LINE OA,4.2,สำเร็จ
ENR01003,2025-02-19,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.7,สำเร็จ
ENR01069,2025-06-27,Power BI,Power BI Desktop,Onsite,องค์กร,5,5500,24750,TikTok,5,สำเร็จ
ENR00864,2025-11-29,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Google Search,4.9,สำเร็จ
ENR00305,2024-10-15,Excel,Excel Basic,E-Learning,องค์กร,1,2800,2800,Google Search,4.6,สำเร็จ
ENR00791,2025-08-30,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,2,3600,7200,Google Search,3.6,สำเร็จ
ENR00670,2025-05-30,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00097,2024-07-29,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,3.9,ไม่สำเร็จ
ENR01051,2024-09-03,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,TikTok,3.8,สำเร็จ
ENR00136,2025-08-18,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.2,สำเร็จ
ENR00146,2024-11-24,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00177,2024-06-22,Python,Machine Learning,E-Learning,บุคคลทั่วไป,3,7120,21360,Google Search,4.3,ไม่สำเร็จ
ENR00246,2024-03-27,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,Google Search,4.9,สำเร็จ
ENR00986,2025-10-21,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,4.5,สำเร็จ
ENR00691,2025-07-05,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00703,2024-08-11,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,TikTok,4.3,สำเร็จ
ENR00657,2024-08-25,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00346,2024-11-03,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,เพื่อนแนะนำ,4.7,สำเร็จ
ENR01208,2024-08-27,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,TikTok,4.3,สำเร็จ
ENR00680,2024-10-01,Python,Python for Beginner,Online Live,องค์กร,1,5900,5900,Google Search,5.0,สำเร็จ
ENR00162,2025-12-19,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,TikTok,4.3,สำเร็จ
ENR01399,2025-09-26,SQL,SQL for Data Analyst,Online Live,องค์กร,5,5500,24750,องค์กรส่งมา,4.1,ไม่สำเร็จ
ENR00258,2025-11-19,AI Tools,AI Automation,Online Live,องค์กร,10,5900,53100,องค์กรส่งมา,4.7,สำเร็จ
ENR00906,2024-06-02,Python,Python Data Analysis,Onsite,องค์กร,10,6900,62100,LINE OA,4.4,สำเร็จ
ENR00264,2024-11-20,AI Tools,AI Automation,E-Learning,บุคคลทั่วไป,2,4720,9440,TikTok,5.0,ไม่สำเร็จ
ENR00121,2024-04-26,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,Facebook,4.1,สำเร็จ
ENR00234,2025-10-13,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,Google Search,,สำเร็จ
ENR00361,2025-09-07,Office,Word Professional,Online Live,บุคคลทั่วไป,3,2900,8700,เพื่อนแนะนำ,3.7,สำเร็จ
ENR00148,2024-09-25,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,4.1,สำเร็จ
ENR00388,2024-01-21,Python,Python Data Analysis,Online Live,องค์กร,5,6900,31050,องค์กรส่งมา,4.8,สำเร็จ
ENR01456,2024-10-24,Python,Machine Learning,Online Live,บุคคลทั่วไป,3,8900,26700,TikTok,3.8,สำเร็จ
ENR00045,2025-12-01,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00022,2025-08-14,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,2,5900,11800,TikTok,3.8,สำเร็จ
ENR00099,2024-07-13,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,3,4500,13500,Facebook,5,สำเร็จ
ENR00974,2024-12-27,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,Facebook,4.2,ไม่สำเร็จ
ENR00018,2025-03-09,Python,Python Data Analysis,Onsite,องค์กร,1,6900,6900,องค์กรส่งมา,3.9,สำเร็จ
ENR00339,2025-06-17,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Facebook,4.9,สำเร็จ
ENR01314,2025-08-20,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Google Search,4.6,สำเร็จ
ENR00292,2024-10-03,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,,สำเร็จ
ENR00727,2024-04-25,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Google Search,4.2,สำเร็จ
ENR00810,2024-08-09,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,3.4,สำเร็จ
ENR01019,2024-01-13,Excel,Excel Basic,Onsite,บุคคลทั่วไป,2,3500,7000,Google Search,4.4,สำเร็จ
ENR00883,2025-12-06,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,4.7,สำเร็จ
ENR00681,2025-06-14,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,TikTok,4.8,สำเร็จ
ENR01435,2025-07-31,Power BI,DAX Formula,E-Learning,องค์กร,1,4720,4720,องค์กรส่งมา,4.7,สำเร็จ
ENR00899,2025-09-12,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,3,4900,14700,เพื่อนแนะนำ,4.7,ไม่สำเร็จ
ENR00543,2024-06-10,Python,Machine Learning,Onsite,องค์กร,10,8900,80100,องค์กรส่งมา,4.8,ไม่สำเร็จ
ENR00654,2024-03-06,Python,Python for Beginner,Onsite,องค์กร,5,5900,26550,เพื่อนแนะนำ,5,ไม่สำเร็จ
ENR01271,2025-06-17,AI Tools,AI Automation,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,5,ไม่สำเร็จ
ENR00513,2025-12-02,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,Facebook,3.9,สำเร็จ
ENR01055,2024-08-22,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,Facebook,4.2,สำเร็จ
ENR00649,2025-09-13,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,LINE OA,3.8,สำเร็จ
ENR00475,2024-04-25,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,1,3200,3200,Google Search,3.7,สำเร็จ
ENR00030,2025-08-11,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,TikTok,4.6,สำเร็จ
ENR00589,2025-05-11,Excel,Excel Advanced,Onsite,องค์กร,10,4500,40500,TikTok,4.8,สำเร็จ
ENR01483,2025-08-22,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,2,4900,9800,Google Search,3.6,สำเร็จ
ENR00091,2025-08-13,Excel,Excel Advanced,Onsite,องค์กร,10,4500,40500,องค์กรส่งมา,4.2,สำเร็จ
ENR00071,2025-07-02,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,Facebook,4.0,สำเร็จ
ENR00476,2024-07-05,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.2,สำเร็จ
ENR00753,2025-08-11,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,LINE OA,4.0,ไม่สำเร็จ
ENR01173,2024-02-14,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,Google Search,4.7,สำเร็จ
ENR00432,2025-10-15,Excel,Excel Dashboard,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,4.5,ไม่สำเร็จ
ENR00939,2025-10-31,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01336,2025-05-10,Excel,Excel Advanced,Onsite,องค์กร,10,4500,40500,องค์กรส่งมา,3.6,สำเร็จ
ENR00562,2025-09-06,Python,Python Data Analysis,E-Learning,องค์กร,1,5520,5520,Facebook,4.2,สำเร็จ
ENR00320,2024-10-31,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,2,5900,11800,TikTok,4.2,สำเร็จ
ENR00533,2024-04-25,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,3,4500,13500,Facebook,4.2,สำเร็จ
ENR00235,2024-06-26,SQL,SQL for Data Analyst,Onsite,องค์กร,5,5500,24750,Google Search,3.4,สำเร็จ
ENR00922,2024-09-28,AI Tools,ChatGPT for Work,E-Learning,องค์กร,3,3120,9360,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00481,2024-11-20,Power BI,DAX Formula,E-Learning,องค์กร,1,4720,4720,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00588,2025-02-04,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,TikTok,4.2,สำเร็จ
ENR01392,2025-01-29,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,4.5,สำเร็จ
ENR01320,2025-02-07,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00750,2025-02-15,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,3,4500,13500,LINE OA,4.6,สำเร็จ
ENR01418,2025-12-04,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,2,4400,8800,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00747,2025-03-03,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.1,สำเร็จ
ENR00449,2024-02-27,Python,Machine Learning,Onsite,บุคคลทั่วไป,2,8900,17800,TikTok,4.5,สำเร็จ
ENR00993,2025-04-23,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,TikTok,4.7,สำเร็จ
ENR00124,2025-11-15,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,TikTok,5.0,สำเร็จ
ENR00314,2025-07-13,Python,Python for Beginner,Onsite,องค์กร,10,5900,53100,องค์กรส่งมา,4.5,สำเร็จ
ENR00531,2024-01-14,Power BI,DAX Formula,Onsite,องค์กร,1,5900,5900,องค์กรส่งมา,4.1,สำเร็จ
ENR00199,2025-01-01,AI Tools,AI Automation,E-Learning,บุคคลทั่วไป,3,4720,14160,Facebook,4.3,สำเร็จ
ENR00989,2024-06-11,Python,Python for Beginner,Online Live,องค์กร,5,5900,26550,องค์กรส่งมา,3.8,สำเร็จ
ENR01384,2024-04-17,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,5.0,สำเร็จ
ENR00485,2024-05-13,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,LINE OA,4.0,สำเร็จ
ENR01074,2024-03-03,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,2,4720,9440,TikTok,5,สำเร็จ
ENR00082,2025-04-27,Python,Machine Learning,E-Learning,บุคคลทั่วไป,3,7120,21360,Google Search,4.2,สำเร็จ
ENR01491,2025-03-10,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.4,สำเร็จ
ENR00157,2025-10-21,SQL,SQL for Data Analyst,E-Learning,องค์กร,3,4400,13200,TikTok,4.6,สำเร็จ
ENR00927,2025-04-07,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,4.5,สำเร็จ
ENR00948,2024-02-12,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,LINE OA,3.9,สำเร็จ
ENR01024,2025-09-25,Python,Machine Learning,E-Learning,บุคคลทั่วไป,1,7120,7120,LINE OA,4.8,สำเร็จ
ENR00028,2024-04-17,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Google Search,4.9,สำเร็จ
ENR01366,2024-05-12,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,LINE OA,4.3,สำเร็จ
ENR00586,2024-08-31,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.9,สำเร็จ
ENR00497,2024-03-18,Excel,Excel Basic,Online Live,บุคคลทั่วไป,3,3500,10500,TikTok,4.4,สำเร็จ
ENR00693,2025-05-01,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,Facebook,4.1,สำเร็จ
ENR00131,2025-03-16,AI Tools,AI Automation,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.3,สำเร็จ
ENR00242,2024-05-11,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.2,สำเร็จ
ENR00871,2024-03-25,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,LINE OA,3.8,สำเร็จ
ENR00466,2025-05-01,Python,Python for Beginner,Onsite,องค์กร,10,5900,53100,องค์กรส่งมา,4.4,สำเร็จ
ENR00700,2024-09-22,Power BI,DAX Formula,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,5,สำเร็จ
ENR01097,2025-02-23,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.7,สำเร็จ
ENR01476,2024-12-23,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,3,5900,17700,Google Search,4.0,สำเร็จ
ENR00395,2024-09-26,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,1,3920,3920,TikTok,5,สำเร็จ
ENR01254,2025-03-30,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,4.2,สำเร็จ
ENR00916,2025-05-31,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Google Search,3.9,สำเร็จ
ENR00669,2025-01-12,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,Google Search,4.5,สำเร็จ
ENR01265,2025-10-21,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,Facebook,4.1,ไม่สำเร็จ
ENR00813,2024-02-18,Excel,Excel Advanced,Onsite,องค์กร,5,4500,20250,องค์กรส่งมา,3.9,ไม่สำเร็จ
ENR00790,2024-07-28,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.2,สำเร็จ
ENR01090,2025-10-18,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.5,สำเร็จ
ENR00581,2025-08-15,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,3,4400,13200,Facebook,3.9,สำเร็จ
ENR00720,2025-03-09,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,1,3200,3200,TikTok,4.2,สำเร็จ
ENR00396,2025-03-31,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,3,3120,9360,LINE OA,4.9,สำเร็จ
ENR00248,2025-12-07,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.5,สำเร็จ
ENR00461,2024-06-12,Python,Python for Beginner,Onsite,บุคคลทั่วไป,3,5900,17700,LINE OA,4.6,สำเร็จ
ENR00427,2025-03-15,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,2,5900,11800,Google Search,4.8,สำเร็จ
ENR00439,2025-04-10,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,2,5900,11800,Google Search,4.0,สำเร็จ
ENR00459,2025-10-30,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,LINE OA,4.3,สำเร็จ
ENR01485,2024-06-04,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.1,สำเร็จ
